site,location,pop_type,date,time_start,time_end,surveyor_name,contact,method,quadrat_size_m2,n_flips,total_sample_area_m2,latitude,longitude,tidal_elev_ft_mllw,sample_id,percent_cover_pacific_shell,live_oly_count,dead_oly_count,live_pac_count,dead_pac_count,live_unid_count,dead_unid_count,pacific_shell_piece,notes
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,25,15,2,1,0,0,NA,NA,NA,drill
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,15,75,2,2,0,0,NA,NA,NA,drill
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,62,5,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,65,95,2,4,0,0,NA,NA,NA,drill
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,47,25,2,0,0,0,NA,NA,NA,drill eggs
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,91,60,5,1,0,0,NA,NA,NA,4 drills
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,42,40,1,0,0,0,NA,NA,NA,drill + eggs
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,6,15,3,0,0,0,NA,NA,NA,drill (2)
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,35,35,5,5,0,0,NA,NA,NA,drill
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,41,100,7,21,0,0,NA,NA,NA,drill
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,40,38,1,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,16,2,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,100,25,1,0,0,0,NA,NA,NA,drill eggs
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,70,50,8,1,0,0,NA,NA,NA,drill + eggs
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,101,0,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,5,0,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,13,10,1,0,0,0,NA,NA,NA,hypoxic mud
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,102,0,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Kari Inch, Sophie Schwager, Julietta Martinelli",NA,random points,0.25,1,0.25,NA,NA,NA,60,15,2,0,0,0,NA,NA,NA,drill eggs
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Kari Inch, Sophie Schwager, Julietta Martinelli",NA,random points,0.25,1,0.25,NA,NA,NA,79,5,3,0,0,0,NA,NA,NA,drill (1)
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Kari Inch, Sophie Schwager, Julietta Martinelli",NA,random points,0.25,1,0.25,NA,NA,NA,9,10,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Kari Inch, Sophie Schwager, Julietta Martinelli",NA,random points,0.25,1,0.25,NA,NA,NA,55,1,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Kari Inch, Sophie Schwager, Julietta Martinelli",NA,random points,0.25,1,0.25,NA,NA,NA,1,25,0,1,0,0,NA,NA,NA,drill (2)
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Kari Inch, Sophie Schwager, Julietta Martinelli",NA,random points,0.25,1,0.25,NA,NA,NA,94,35,0,0,0,0,NA,NA,NA,drill (3) slipper shells
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Kari Inch, Sophie Schwager, Julietta Martinelli",NA,random points,0.25,1,0.25,NA,NA,NA,76,0,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Kari Inch, Sophie Schwager, Julietta Martinelli",NA,random points,0.25,1,0.25,NA,NA,NA,77,1,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Kari Inch, Sophie Schwager, Julietta Martinelli",NA,random points,0.25,1,0.25,NA,NA,NA,32,0,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Kari Inch, Sophie Schwager, Julietta Martinelli",NA,random points,0.25,1,0.25,NA,NA,NA,19,70,7,7,0,0,NA,NA,NA,"drill mort (5), drill (3)"
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Kari Inch, Sophie Schwager, Julietta Martinelli",NA,random points,0.25,1,0.25,NA,NA,NA,30,40,0,3,0,0,NA,NA,NA,"drill mort (3), drill (1)"
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Kari Inch, Sophie Schwager, Julietta Martinelli",NA,random points,0.25,1,0.25,NA,NA,NA,44,30,0,4,0,0,NA,NA,NA,"drill mort (3), drill (3)"
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Kari Inch, Sophie Schwager, Julietta Martinelli",NA,random points,0.25,1,0.25,NA,NA,NA,52,50,1,1,0,0,NA,NA,NA,"drill mort (1), drill (3)"
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Hilary Hayford, Emily Stevenson",NA,random points,0.25,1,0.25,NA,NA,NA,53,2,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Hilary Hayford, Emily Stevenson",NA,random points,0.25,1,0.25,NA,NA,NA,50,2,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Kari Inch, Sophie Schwager, Julietta Martinelli",NA,random points,0.25,1,0.25,NA,NA,NA,82  - targeted,100,18,11,0,0,NA,NA,NA,"drill mort (9), drill (7), drill eggs"
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Kari Inch, Sophie Schwager, Julietta Martinelli",NA,random points,0.25,1,0.25,NA,NA,NA,45  - targeted,95,3,0,0,0,NA,NA,NA,"drill (3), drill eggs"
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Kari Inch, Sophie Schwager, Julietta Martinelli",NA,random points,0.25,1,0.25,NA,NA,NA,12  - targeted,20,1,0,0,0,NA,NA,NA,"80% gravel, drill (1), drill eggs"
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Kari Inch, Sophie Schwager, Julietta Martinelli",NA,random points,0.25,1,0.25,NA,NA,NA,46  - targeted,80,2,0,0,0,NA,NA,NA,"50% gravel, drill (3), drill eggs"
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Kari Inch, Sophie Schwager, Julietta Martinelli",NA,random points,0.25,1,0.25,NA,NA,NA,21  - targeted,5,1,0,0,0,NA,NA,NA,5% gravel
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Kari Inch, Sophie Schwager, Julietta Martinelli",NA,random points,0.25,1,0.25,NA,NA,NA,84  - targeted,10,0,0,0,0,NA,NA,NA,"5% gravel, 100% gravel under shell, 85% relict mussel shell, drill (1)"
Liberty Bay,Legion Park,project,2025-06-13,42000,52200,"Kari Inch, Sophie Schwager, Julietta Martinelli",NA,random points,0.25,1,0.25,NA,NA,NA,22  - targeted,100,28,3,0,0,NA,NA,NA,"drill  mort (2), drill (9), drill eggs"
Liberty Bay,Reference Population,ref,2025-06-13,NA,NA,"Hilary, Emily",NA,transect,0.25,1,0.25,NA,NA,NA,1 - 2.5,NA,0,NA,NA,NA,NA,NA,NA,transect follows shoreline contour
Liberty Bay,Reference Population,ref,2025-06-13,NA,NA,"Hilary, Emily",NA,transect,0.25,1,0.25,NA,NA,NA,2 - 7.5,NA,1,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2025-06-13,NA,NA,"Hilary, Emily",NA,transect,0.25,1,0.25,NA,NA,NA,3 - 12.5,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2025-06-13,NA,NA,"Hilary, Emily",NA,transect,0.25,1,0.25,NA,NA,NA,4 - 17.5,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2025-06-13,NA,NA,"Hilary, Emily",NA,transect,0.25,1,0.25,NA,NA,NA,5 - 22.5,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2025-06-13,NA,NA,"Hilary, Emily",NA,transect,0.25,1,0.25,NA,NA,NA,6 - 27.5,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2025-06-13,NA,NA,"Hilary, Emily",NA,transect,0.25,1,0.25,NA,NA,NA,7 - 32.5,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2025-06-13,NA,NA,"Hilary, Emily",NA,transect,0.25,1,0.25,NA,NA,NA,8 - 37.5,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2025-06-13,NA,NA,"Hilary, Emily",NA,transect,0.25,1,0.25,NA,NA,NA,9 - 42.5,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2025-06-13,NA,NA,"Hilary, Emily",NA,transect,0.25,1,0.25,NA,NA,NA,10 - 47.5,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2025-06-13,NA,NA,"Hilary, Emily",NA,transect,0.25,1,0.25,NA,NA,NA,11 - 52.5,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2025-06-13,NA,NA,"Hilary, Emily",NA,transect,0.25,1,0.25,NA,NA,NA,12 - 57.5,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2025-06-13,NA,NA,"Hilary, Emily",NA,transect,0.25,1,0.25,NA,NA,NA,13 - 62.5,NA,1,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2025-06-13,NA,NA,"Hilary, Emily",NA,transect,0.25,1,0.25,NA,NA,NA,14 - 67.5,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2025-06-13,NA,NA,"Hilary, Emily",NA,transect,0.25,1,0.25,NA,NA,NA,15 - 72.5,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2025-06-13,NA,NA,"Hilary, Emily",NA,transect,0.25,1,0.25,NA,NA,NA,16 - 77.5,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2025-06-13,NA,NA,"Hilary, Emily",NA,transect,0.25,1,0.25,NA,NA,NA,17 - 82.5,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2025-06-13,NA,NA,"Hilary, Emily",NA,transect,0.25,1,0.25,NA,NA,NA,18 - 87.5,NA,1,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2025-06-13,NA,NA,"Hilary, Emily",NA,transect,0.25,1,0.25,NA,NA,NA,19 - 92.5,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2025-06-13,NA,NA,"Hilary, Emily",NA,transect,0.25,1,0.25,NA,NA,NA,20 - 97.5,NA,0,NA,NA,NA,NA,NA,NA,NA
