site,location,pop_type,date,time_start,time_end,surveyor_name,contact,method,quadrat_size_m2,n_flips,total_sample_area_m2,latitude,longitude,tidal_elev_ft_mllw,sample_id,percent_cover_pacific_shell,live_oly_count,dead_oly_count,live_pac_count,dead_pac_count,live_unid_count,dead_unid_count,pacific_shell_piece,notes
Sinclair Inlet,Sinclair Inlet,project,2022-07-13,NA,NA,"Gray McKenna, Hilary Hayford",gray@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,10,NA,0,0,NA,NA,NA,NA,14,In drainage
Sinclair Inlet,Sinclair Inlet,project,2022-07-13,NA,NA,"Gray McKenna, Hilary Hayford",gray@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,4,NA,0,0,NA,NA,NA,NA,16,
Sinclair Inlet,Sinclair Inlet,project,2022-07-13,NA,NA,"Gray McKenna, Hilary Hayford",gray@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,18,NA,0,0,NA,NA,NA,NA,7,
Sinclair Inlet,Sinclair Inlet,project,2022-07-13,NA,NA,"Gray McKenna, Hilary Hayford",gray@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,36,NA,0,0,NA,NA,NA,NA,13,Ocinebrellus inornatus oustide quadrat
Sinclair Inlet,Sinclair Inlet,project,2022-07-13,NA,NA,"Gray McKenna, Hilary Hayford",gray@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,12,NA,0,0,NA,NA,NA,NA,14,
Sinclair Inlet,Sinclair Inlet,project,2022-07-13,NA,NA,"Gray McKenna, Hilary Hayford",gray@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,40,NA,0,0,NA,NA,NA,NA,3,100% Ulva cover
Sinclair Inlet,Sinclair Inlet,project,2022-07-13,NA,NA,"Gray McKenna, Hilary Hayford",gray@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,34,NA,4,0,NA,NA,NA,NA,62,
Sinclair Inlet,Sinclair Inlet,project,2022-07-13,NA,NA,"Gray McKenna, Hilary Hayford",gray@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,14,NA,2,0,NA,NA,NA,NA,9,
Sinclair Inlet,Sinclair Inlet,project,2022-07-13,NA,NA,"Gray McKenna, Hilary Hayford",gray@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,32,NA,2,1,NA,NA,NA,NA,38,
Sinclair Inlet,Sinclair Inlet,project,2022-07-13,NA,NA,"Gray McKenna, Hilary Hayford",gray@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,38,NA,0,0,NA,NA,NA,NA,19,
Sinclair Inlet,Sinclair Inlet,project,2022-07-13,NA,NA,"Gray McKenna, Hilary Hayford",gray@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,30,NA,0,0,NA,NA,NA,NA,21,
Sinclair Inlet,Sinclair Inlet,project,2022-07-13,NA,NA,"Gray McKenna, Hilary Hayford",gray@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,16,NA,2,3,NA,NA,NA,NA,30,100% Ulva cover. Lots of anoxic mud and etching on shells for Quadrats 22-W
Sinclair Inlet,Sinclair Inlet,project,2022-07-13,NA,NA,"Gray McKenna, Hilary Hayford",gray@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,22,NA,4,0,NA,NA,NA,NA,4,100% Ulva cover
Sinclair Inlet,Sinclair Inlet,project,2022-07-13,NA,NA,"Gray McKenna, Hilary Hayford",gray@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,6,NA,1,0,NA,NA,NA,NA,18,
Sinclair Inlet,Sinclair Inlet,project,2022-07-13,NA,NA,"Gray McKenna, Hilary Hayford",gray@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,Z,NA,20,6,NA,NA,NA,NA,2,
Sinclair Inlet,Sinclair Inlet,project,2022-07-13,NA,NA,"Gray McKenna, Hilary Hayford",gray@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,Y,NA,4,1,NA,NA,NA,NA,33,In seep
Sinclair Inlet,Sinclair Inlet,project,2022-07-13,NA,NA,"Gray McKenna, Hilary Hayford",gray@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,X,NA,0,0,NA,NA,NA,NA,13,100% Ulva cover
Sinclair Inlet,Sinclair Inlet,project,2022-07-13,13:30:00,NA,"Gray McKenna, Hilary Hayford",gray@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,W,NA,0,0,NA,NA,NA,NA,0,Ulva and sand dollars.
Sinclair Inlet,Sinclair Inlet,project,2019-06-18,12:30:00,NA,Brian Allen,,transect or haphazard,1,2,2,NA,NA,NA,58,NA,17,NA,NA,NA,NA,NA,NA,From Brian's files includes both transect & haphazard points. Assuming quadrat size from total area.
Sinclair Inlet,Sinclair Inlet,project,2019-06-18,12:30:00,NA,Brian Allen,,transect or haphazard,1,1,1,NA,NA,NA,59,NA,8,NA,NA,NA,NA,NA,NA,
Sinclair Inlet,Sinclair Inlet,project,2019-06-18,12:30:00,NA,Brian Allen,,transect or haphazard,1,5,5,NA,NA,NA,60,NA,9,NA,NA,NA,NA,NA,NA,
Sinclair Inlet,Sinclair Inlet,project,2019-06-18,12:30:00,NA,Brian Allen,,transect or haphazard,1,9,9,NA,NA,NA,61,NA,9,NA,NA,NA,NA,NA,NA,
Sinclair Inlet,Sinclair Inlet,project,2019-06-18,12:30:00,NA,Brian Allen,,transect or haphazard,1,5,5,NA,NA,NA,62,NA,11,NA,NA,NA,NA,NA,NA,
Sinclair Inlet,Sinclair Inlet,project,2019-06-18,12:30:00,NA,Brian Allen,,transect or haphazard,1,5,5,NA,NA,NA,63,NA,10,NA,NA,NA,NA,NA,NA,
Sinclair Inlet,Sinclair Inlet,project,2019-06-18,12:30:00,NA,Brian Allen,,transect or haphazard,1,9,9,NA,NA,NA,64,NA,6,NA,NA,NA,NA,NA,NA,
Sinclair Inlet,Sinclair Inlet,project,2019-06-18,12:30:00,NA,Brian Allen,,transect or haphazard,1,20,20,NA,NA,NA,65,NA,10,NA,NA,NA,NA,NA,NA,
Sinclair Inlet,Sinclair Inlet,project,2019-06-18,12:30:00,NA,Brian Allen,,transect or haphazard,1,11,11,NA,NA,NA,66,NA,12,NA,NA,NA,NA,NA,NA,
Sinclair Inlet,Sinclair Inlet,project,2019-06-18,12:30:00,NA,Brian Allen,,transect or haphazard,1,11,11,NA,NA,NA,68,NA,12,NA,NA,NA,NA,NA,NA,
Sinclair Inlet,Sinclair Inlet,project,2019-06-18,12:30:00,NA,Brian Allen,,transect or haphazard,1,15,15,NA,NA,NA,70,NA,10,NA,NA,NA,NA,NA,NA,
Sinclair Inlet,Sinclair Inlet,project,2019-06-18,12:30:00,NA,Brian Allen,,transect or haphazard,1,13,13,NA,NA,NA,71,NA,10,NA,NA,NA,NA,NA,NA,
Sinclair Inlet,Sinclair Inlet,project,2019-06-18,12:30:00,NA,Brian Allen,,transect or haphazard,1,1,1,NA,NA,NA,72,NA,18,NA,NA,NA,NA,NA,NA,
Sinclair Inlet,Sinclair Inlet,project,2019-06-18,12:30:00,NA,Brian Allen,,transect or haphazard,1,1,1,NA,NA,NA,73,NA,26,NA,NA,NA,NA,NA,NA,
Sinclair Inlet,Sinclair Inlet,project,2019-06-18,12:30:00,NA,Brian Allen,,transect or haphazard,1,10,10,NA,NA,NA,74,NA,13,NA,NA,NA,NA,NA,NA,
Sinclair Inlet,Sinclair Inlet,project,2019-06-18,12:30:00,NA,Brian Allen,,transect or haphazard,1,6,6,NA,NA,NA,75,NA,15,NA,NA,NA,NA,NA,NA,
Sinclair Inlet,Sinclair Inlet,project,2019-06-18,12:30:00,NA,Brian Allen,,transect or haphazard,1,2,2,NA,NA,NA,76,NA,10,NA,NA,NA,NA,NA,NA,
Sinclair Inlet,Sinclair Inlet,project,2019-06-18,12:30:00,NA,Brian Allen,,transect or haphazard,1,1,1,NA,NA,NA,77,NA,15,NA,NA,NA,NA,NA,NA,
